10,Y:,4000_プロジェクト,4700_DevOps推進,インターンシップ,10.受入対応検討,作成物,金丸翔,workspace,外部アプリ(サーモグラフィ作成),ondo,ondo_201602151049.png,,,,,,,,,,0,136763,136763,136763,136763
5,Y:,3000_メンバ作業用,青砥,Pocサ仕,製品,IoTトライアルパック(Connected Product)サービス仕様書_第0.3版_20151124-0900_青砥_r4_kanemaru.pptx,,,,,,,,,,,,,,,623652,623652,623652,623652,623652
5,Y:,3000_メンバ作業用,阿佐美,C.Product調達関連,UNO申込書類,ご利用案内,,,,,,,,,,,,,,,462515,462515
3,Y:,7000_パートナー管理,004_安川情報システム,20150910_安川情報検証打合せ,,,,,,,,,,,,,,,,,538003,538003,538003,538003,538003
5,Y:,5000_プロモーション,5200_展示会・講演,2015年度,20150723_堀越_計装研究会_九州黒崎,20150723_計装研究会_九州黒崎.pptx,,,,,,,,,,,,,,,0,0,0,2832280,2832280
7,Y:,4000_プロジェクト,4400_市場調査,アクセンチュア,30_2016年2月～3月契約,31_定例会,20160223_第3回,160223_NTTCom_IoT_第3回定例_会議送付版2.pdf,,,,,,,,,,,,,0,4647903,4647903,4647903,4647903
4,Y:,0000_プロジェクト管理,0900_その他,20160216インターン生歓迎会,20170216_出欠表.xlsx,,,,,,,,,,,,,,,,31897,32532,32532,32532,32532
5,Y:,5000_プロモーション,5100_NR,20160411_IoTトライアルパック,問い合わせ,IoTトライアルパック(CV)申込み希望のお客さま.txt,,,,,,,,,,,,,,,0,0,0,304,304
5,Y:,1000_幹部・定例会議,1200_幹部事前説明,20160223_幹部会議(開発判断)_金井部長,old,谷_ディスカッションペーパー_20160218.pptx,,,,,,,,,,,,,,,0,220866,220866
5,Y:,5000_プロモーション,5200_展示会・講演,20160511_IoTM2M展（春）,05.搬入搬出,Re  展示備品の送付先住所について.msg,,,,,,,,,,,,,,,0,0,99840
6,Y:,4000_プロジェクト,4300_Step1商用開発,4370_オペレーション,NBOSS,マニュアル,【ECL】ping確認方法.pptx,,,,,,,,,,,,,,0,0,0,0,135320
5,Y:,9000_参考資料,9210_国プロ,04_IoTセキュリティWG,20160330_ネットワークSWG(第4回),IoTセキュリティ対策ガイドライン案_日立_20160325r1（修正履歴無し）.docx,,,,,,,,,,,,,,,0,0,471848,471848,471848
8,Y:,4000_プロジェクト,4200_IoTトライアルパック開発,4230_環境構築,ECL1.0,ThingWorx,申込用紙,最終版,【代表】EC申込書【新規】v4.2_20150803.xlsm,,,,,,,,,,,,0,0,272039,272039,272039
8,Y:,0000_プロジェクト管理,0500_庶務,海外出張手配,20160217_アメリカ出張,03_事後申請,金丸さん,エビデンス資料_金丸一誠,【IoT推進室(金丸一誠)_F000001433-001_3月】領収書添付用紙_ver.1.1_160322.xlsx,,,,,,,,,,,,0,0,51055,51055,51055
6,Y:,3000_メンバ作業用,有沢,01_案件管理表,99_案件表のBkup,2015-09,IoT案件情報リスト_150903-1930時点(手持ち用) _v2.xlsx,,,,,,,,,,,,,,415334,415334,415334,415334,415334
6,Y:,3000_メンバ作業用,有沢,00_TEMP,03_MM総研,old,【MM総研】_スケジュール_150928.pptx,,,,,,,,,,,,,,0,0,173555,173555,173555
6,Y:,4000_プロジェクト,4300_Step1商用開発,4330_ドキュメント,4330-07_MSS(WideAngle対応)&API,【swg3】WebAP診断ご案内20151029,画面遷移図(サンプル)_151201.xls,,,,,,,,,,,,,,0,0,0,75264,75264
5,Y:,4000_プロジェクト,4200_IoTトライアルパック開発,4220_ドキュメント,4222_Connected Factory,4221-08_システム開発設計書,,,,,,,,,,,,,,,0,0,0,0,0
4,Y:,5000_プロモーション,5200_展示会・講演,20151119_東海支店セミナー,会場図面.pptx,,,,,,,,,,,,,,,,243310,243310,243310
5,Y:,9000_参考資料,9200_他社サービス・製品情報,HP,20151020_HP社取り組み紹介,HP IoT Platform紹介資料_20151020.pdf,,,,,,,,,,,,,,,2666052,2666052,2666052,2666052,2666052
7,Y:,0000_プロジェクト管理,0500_庶務,海外出張手配,20160217_アメリカ出張,01_事前申請,01_岡さん,1801093 岡 角敦子様見積書.pdf,,,,,,,,,,,,,0,80783,80783,80783,80783
3,Y:,7000_パートナー管理,萩原電気,20160401172200.pdf,,,,,,,,,,,,,,,,,0,0,0,776273,776273
5,Y:,7000_パートナー管理,009_スマートバリュー社,MOU,参考,20151211_安川情報_覚書_決裁文書.pdf,,,,,,,,,,,,,,,0,72508,72508,72508,72508
3,Y:,8000_決裁・契約処理,20160128_ビデオカメラ等の購入,購入物品一覧_20160301.xlsx,,,,,,,,,,,,,,,,,0,13844,13884,13884,13884
3,Y:,7000_パートナー管理,ユビキタス,20160201-Corporate Profile.pdf,,,,,,,,,,,,,,,,,4482429,4482429,4482429,4482429,4482429
